target_dates,op_rate_0d_all_cars,op_rate_1d_all_cars,op_rate_2d_all_cars,op_rate_3d_all_cars,op_rate_4d_all_cars,op_rate_5d_all_cars,op_rate_6d_all_cars,op_rate_7d_all_cars,op_rate_0d_major_cars,op_rate_1d_major_cars,op_rate_2d_major_cars,op_rate_3d_major_cars,op_rate_4d_major_cars,op_rate_5d_major_cars,op_rate_6d_major_cars,op_rate_7d_major_cars,click_d_day,click_d_1,click_d_2,click_d_3,click_d_4,click_d_5,click_d_6,click_d_7,is_clean,avg_precipitation,avg_temperature,month,year,week,weekday,is_weekend
2020-12-30,0.3149962539,0.1703334419,0.1153221178,0.08673316373,0.07196458488,0.06277728655,0.05521945065,0.04907971891,0.3208610787,0.1768063562,0.1176468398,0.088667121,0.07284451297,0.06288823345,0.05471298655,0.04838859841,210692,20332,10244,5383,3300,2625,2338,1868,0,15.5,-1.6,12,2020,53,2,False
2020-11-08,0.4746638453,0.2624465094,0.1959707917,0.1531503458,0.1269262825,0.1064089168,0.08643578644,0.06879820371,0.4677480626,0.2642663569,0.1930352304,0.147267712,0.1210530391,0.1024719319,0.08218253968,0.06428281069,245428,23474,14333,9514,7370,6183,4561,2238,1,0.0,10.2,11,2020,45,6,True
2020-10-01,0.6053788665,0.3463337969,0.2745644784,0.2340131719,0.2087672857,0.1939682436,0.1800135678,0.1621074512,0.5955008261,0.3590193194,0.2774831592,0.2335460289,0.205462228,0.187616897,0.1729182823,0.1533261484,337163,30765,16840,12656,7102,5681,6418,5577,0,0.3,18.6,10,2020,40,3,False
2020-12-31,0.3297720435,0.1584805218,0.1152641612,0.09509350036,0.07852993049,0.06767169831,0.0605748781,0.05330882353,0.3306172208,0.1612029955,0.1154089879,0.0958420931,0.07908391483,0.06698052723,0.05971830828,0.05183824626,276201,31186,16987,12322,6938,4508,3256,3146,0,4.6,-5.7,12,2020,53,3,False
2021-03-27,0.4153130941,0.2122294807,0.1493677973,0.1241558657,0.104532066,0.08474848143,0.06892731155,0.05843725537,0.4138604155,0.2159792638,0.1464153796,0.1206101413,0.1010175559,0.08232700837,0.06521770134,0.05423280423,244315,32687,19367,15363,13358,9678,5085,3510,0,293.0,12.4,3,2021,12,5,True
2020-04-24,0.3082612692,0.1343984607,0.07462678659,0.05103497556,0.03461449375,0.02414438337,0.01997511154,0.01614646649,0.3105816038,0.1306988938,0.07041254672,0.04705311314,0.03031029652,0.02018990984,0.01635044091,0.01336111935,187073,14991,8183,6363,3567,2169,1701,1397,0,0.1,10.2,4,2020,17,4,False
2019-12-15,0.476911946,0.2336701328,0.1695160161,0.1307420972,0.1089981104,0.08797766622,0.07287789275,0.06222964974,0.4840642209,0.2379021796,0.1707226979,0.1270433316,0.1039918843,0.08323422995,0.06720831171,0.05667272098,256045,17737,9816,7204,5837,4384,3553,1528,0,0.1,5.3,12,2019,50,6,True
2020-02-19,0.4262515671,0.1980034393,0.1171968612,0.07817739269,0.06634900411,0.05616072645,0.04236965463,0.03258348768,0.4405597256,0.2031848659,0.1161198914,0.07657755718,0.06309684489,0.05349290317,0.04002126147,0.02938327238,351157,17985,7336,4127,3989,2650,2182,2044,1,0.0,2.2,2,2020,8,2,False
2021-01-30,0.4033940675,0.1836366994,0.1232200327,0.09553392424,0.07271090535,0.05629550491,0.04350532869,0.03700801942,0.4013361489,0.1843752338,0.1179414516,0.09067807707,0.06688739244,0.05070800599,0.03815843621,0.03155910961,267351,23794,16173,13126,9691,7495,3874,2523,0,1.0,0.4,1,2021,4,5,True
2020-08-27,0.2811645299,0.137678938,0.09229997492,0.07854229951,0.07170410315,0.06982415071,0.06761384221,0.06242626499,0.2854809367,0.1433873183,0.09270766943,0.07845647819,0.06945108349,0.06658206622,0.06356035085,0.05810115633,203099,13732,7425,5192,3282,3703,3468,3168,0,116.8,27.1,8,2020,35,3,False
2021-02-21,0.4464958182,0.2277555301,0.1544444444,0.1135214849,0.09023646072,0.07041825578,0.05582252733,0.0457761251,0.4456913944,0.2337869037,0.1564190663,0.111684664,0.08694189936,0.06658940518,0.05132344386,0.04140761344,268265,21652,11402,7452,5719,4569,3433,1765,1,0.0,12.1,2,2021,7,6,True
2021-03-08,0.2709273508,0.1274477546,0.09140381969,0.07102352038,0.0549785136,0.04407391621,0.03212491027,0.02559299474,0.2681863957,0.1263563576,0.08780860247,0.06727480552,0.05317704111,0.04192531678,0.02948789055,0.02248033904,162457,11737,8118,6058,3749,2302,1629,1082,0,0.0,6.4,3,2021,10,0,False
2020-08-13,0.3940338908,0.2105419388,0.1480584297,0.11821752,0.1020964672,0.09731940086,0.09049569351,0.08156232626,0.3997658194,0.2200291881,0.1479193183,0.1148283678,0.09680188249,0.09202395544,0.0844499835,0.0755806188,254414,22233,13156,8256,4813,4776,4537,4258,0,0.3,27.8,8,2020,33,3,False
2020-02-06,0.3796828092,0.161989705,0.09120584695,0.06192377828,0.04582049607,0.04003335628,0.03501099506,0.02949163692,0.3955407584,0.1666937863,0.09351044288,0.06268622176,0.0449137956,0.03956217999,0.03341505395,0.02872696636,198562,15103,7659,3914,2437,1734,1684,1616,0,1.1,-3.9,2,2020,6,3,False
2020-02-05,0.3709133739,0.1602773374,0.08575418365,0.05944667732,0.05076788987,0.04160933026,0.03396205293,0.02874707503,0.3864677091,0.1654589372,0.08575240823,0.05585206399,0.04696585091,0.0377740895,0.03212958142,0.02591194423,194150,15360,6208,3480,2810,2518,1737,1350,0,4.2,-3.1,2,2020,6,2,False
2020-04-17,0.2916017893,0.1252536896,0.06544400092,0.04831966653,0.03373721953,0.02365337564,0.01836609629,0.0159601346,0.2946972399,0.1291639729,0.06644566611,0.04827312068,0.03171757929,0.0213615534,0.0165990415,0.01494153735,176343,13047,6007,4963,2847,2235,1297,1275,0,150.0,12.2,4,2020,16,4,False
2020-04-09,0.3152511781,0.1304177516,0.06511213199,0.04078718654,0.02601421068,0.02197940186,0.01868695364,0.01450762144,0.3247780827,0.1402094841,0.06856465195,0.04350774423,0.02780280479,0.02269623215,0.01774406647,0.01440760255,175029,13693,6753,3594,1891,1484,1420,886,0,0.0,9.1,4,2020,15,3,False
2020-08-12,0.3746652443,0.1978932553,0.134086863,0.1091709522,0.1028573249,0.09427260854,0.08335545433,0.07475540077,0.3786786245,0.203007504,0.1316679257,0.1042009126,0.09833186747,0.08945590928,0.0773376459,0.06719411579,234965,21647,10192,5433,6272,5319,4307,4138,0,55.5,26.8,8,2020,33,2,False
2021-02-12,0.6965599612,0.4098667771,0.3403029458,0.2875249099,0.2515216987,0.215610125,0.191941192,0.1698455844,0.6931868849,0.4346074823,0.3601641834,0.3019553826,0.2596448051,0.2196696747,0.1943067935,0.172045216,343656,33716,19240,14251,10266,7248,4610,4434,1,0.0,6.6,2,2021,6,4,False
2020-05-13,0.3488735612,0.1485561192,0.08267599536,0.05338504543,0.04372296919,0.03583717629,0.02708322962,0.02054605439,0.3574691489,0.1558942248,0.0874646381,0.05497194048,0.04415349939,0.03604613722,0.02729191104,0.01980697578,190618,15164,6105,3229,2753,2187,1780,1285,1,0.0,16.2,5,2020,20,2,False
2020-10-24,0.4685980714,0.2432125582,0.1763909823,0.144010255,0.1210404537,0.09688482036,0.075438253,0.06369753032,0.4644124788,0.2493742009,0.1763578878,0.141268851,0.1191088236,0.09454669039,0.07176952878,0.05994481415,297933,34684,22407,18236,15443,11663,5752,4364,1,0.0,10.1,10,2020,43,5,True
2021-01-22,0.2925940772,0.1549126075,0.09939453968,0.07545301007,0.05980153845,0.04582452042,0.03948645705,0.03423225053,0.2899024135,0.1578214013,0.0967213176,0.07278816968,0.05698724562,0.04292920797,0.03735290599,0.03254104427,167639,13278,8117,5984,4104,2717,2063,1560,0,17.3,7.1,1,2021,3,4,False
2020-01-03,0.3828390781,0.1854384658,0.117678847,0.09650094894,0.08094897043,0.07001776834,0.06308696398,0.05576491034,0.3816671486,0.1846251299,0.1143920363,0.09201930296,0.07842096905,0.06799888831,0.06124213155,0.05333217833,206652,16008,7217,6184,3893,2735,2244,2043,1,0.0,2.5,1,2020,1,4,False
2019-12-14,0.4972147568,0.2390351626,0.1670238136,0.1335437797,0.1065777641,0.08806730868,0.07314397432,0.06563535157,0.4948696145,0.2410446578,0.1608321801,0.1269460301,0.09964575045,0.08091340887,0.06493974514,0.05957374733,289430,31448,18836,14289,11717,9041,5302,3637,0,5.9,4.6,12,2019,50,5,True
2019-10-03,0.3855951091,0.1442437858,0.1038732181,0.08667558089,0.078853193,0.07363358725,0.06722747537,0.06007333489,0.4014464453,0.1396516848,0.1016708603,0.08492936668,0.07661288996,0.06983077606,0.06383311132,0.0562402355,325926,23869,17072,11662,6183,5501,5624,4887,0,334.3,22.3,10,2019,40,3,False
2021-04-05,0.3339558407,0.1644179952,0.125888967,0.1042222271,0.08270934685,0.06468761601,0.04990792841,0.0430965848,0.3358910628,0.1672736179,0.1249822529,0.1037522716,0.08222591362,0.06245563222,0.04530748644,0.03800632507,186276,13234,10249,7071,5287,4099,2786,2019,0,0.7,10.5,4,2021,14,0,False
2020-06-02,0.3268181999,0.1435769843,0.0733127856,0.05688822262,0.04592805277,0.03412417536,0.02648190736,0.02133937844,0.3423456485,0.1519961338,0.07409743835,0.0565274542,0.04469861365,0.03322986369,0.02368881675,0.01964795053,175261,9938,4676,3142,2599,1741,1610,1020,0,4.8,18.6,6,2020,23,1,False
2020-12-24,0.4266343512,0.2326427649,0.1647990956,0.1333611111,0.1117900517,0.09867764858,0.08788113695,0.07776873385,0.4397481649,0.2478366856,0.1743997223,0.1392089997,0.1150448342,0.09974391136,0.08748264122,0.07612850722,281010,33400,19919,13319,8507,6184,6348,5438,0,0.1,4.6,12,2020,52,3,False
2020-07-25,0.4160419022,0.1965828621,0.1469503031,0.1240345917,0.1048493301,0.09075220337,0.07810573641,0.0706537521,0.4197244935,0.2037210611,0.1509065004,0.1269898249,0.1059526342,0.09075750727,0.07583603666,0.06833873998,326102,27776,18646,17575,16214,10394,6205,4505,0,85.3,22.7,7,2020,30,5,True
2019-09-30,0.2796784637,0.093961727,0.06336042631,0.05063806411,0.03983809295,0.03237566826,0.02697791579,0.02339026069,0.298598748,0.1030584767,0.067632588,0.0531470579,0.04041176674,0.03407044054,0.02758106781,0.02349827361,210655,12036,7841,4554,3831,2978,2111,1233,0,9.1,21.5,9,2019,40,0,False
2019-10-08,0.3403605657,0.1412612889,0.08488137199,0.06877959297,0.05828987428,0.04630253903,0.04031527422,0.03314861235,0.361787775,0.1437512224,0.09057814403,0.07361199907,0.06416664064,0.0506584797,0.04369649287,0.03543611851,250626,17972,7356,5315,4640,3325,3194,2365,0,0.8,16.4,10,2019,41,1,False
2020-03-01,0.3529926431,0.1569140235,0.09482734372,0.06458714238,0.04850512602,0.03873496428,0.03025500574,0.02723268811,0.3518525327,0.1547520361,0.09430810064,0.05768251891,0.04347185864,0.03524396451,0.02722694881,0.02465641361,230091,15666,7719,4913,3561,2503,1801,892,0,0.9,6.9,3,2020,9,6,True
2020-03-26,0.3300335939,0.1417017661,0.07672673896,0.05360825072,0.03766138139,0.03152237976,0.0267306522,0.02081286866,0.3422062037,0.1428444543,0.07632325142,0.05273900977,0.03547942726,0.02923185724,0.02467689606,0.01893040529,170320,13095,6314,4186,2080,1895,1425,1115,0,78.3,13.5,3,2020,13,3,False
2020-06-01,0.3163151378,0.1204963355,0.07951729363,0.06199797468,0.04403607475,0.03448760993,0.02799031598,0.02219059999,0.3304940857,0.1278045402,0.08372272497,0.06410474919,0.04528714537,0.03349290778,0.02682814091,0.0205274274,191827,12135,8924,5573,3732,2486,2063,1302,0,2.7,20.3,6,2020,23,0,False
2019-09-24,0.3212533639,0.1201180975,0.06150849031,0.05185226722,0.04570167021,0.03638063639,0.02974615714,0.02496781994,0.3478287631,0.1245494686,0.06583875613,0.05326410543,0.04572719675,0.03750063629,0.02982251319,0.02417886283,211938,12959,4312,3605,3449,2151,2116,1679,1,0.0,18.3,9,2019,39,1,False
2020-08-07,0.317946754,0.1778317091,0.1304003093,0.1135394123,0.1025980579,0.09226372912,0.08457076615,0.07852076367,0.3203797544,0.1875090795,0.1342296067,0.1143905672,0.102339067,0.09094980328,0.08052033146,0.07441994203,210717,19841,12598,10044,7075,5013,4354,3734,0,393.5,24.4,8,2020,32,4,False
2020-11-20,0.3436043314,0.1875750751,0.135391016,0.1115177678,0.09561936937,0.08281406406,0.07439376877,0.06667042042,0.3417636101,0.1895897275,0.1310977028,0.1062709263,0.09124949622,0.07796999008,0.06890190972,0.06099737258,187877,17062,10409,9868,6647,4203,3268,3450,0,0.7,7.0,11,2020,47,4,False
2020-12-10,0.3318513414,0.1567240417,0.09422718317,0.07029200217,0.0535167677,0.04578005469,0.04022726359,0.03418126803,0.3407512626,0.1627151746,0.09775684698,0.07126122239,0.05338488441,0.04460662973,0.03845891811,0.03095808542,182437,15953,7747,4401,2773,2191,1919,1636,0,0.4,5.7,12,2020,50,3,False
2020-02-09,0.4305603848,0.2047374809,0.1323879086,0.1009158118,0.07961421536,0.06649409492,0.05597349135,0.04586863541,0.4374655915,0.2085213631,0.130485406,0.09957801788,0.07485933929,0.06222157135,0.05198841448,0.04306784981,246967,18469,9190,6817,5514,3567,2834,1797,0,1.2,0.8,2,2020,6,6,True
2020-06-13,0.4507110046,0.1989621925,0.1343336109,0.1071761384,0.0864058269,0.07030338307,0.05885960142,0.05007619274,0.4661244175,0.2146430284,0.1442223473,0.1145090403,0.0899128295,0.07170060686,0.05943313105,0.04966424758,304909,29111,16704,14170,12812,9863,5277,3777,0,268.4,24.0,6,2020,24,5,True
2020-12-05,0.3897470608,0.1848306508,0.1203375702,0.09215929603,0.07177409246,0.05566649118,0.04690257722,0.04207781789,0.3889095784,0.1897189574,0.1196148999,0.08836537439,0.06724351966,0.05031661428,0.04074985194,0.03574248705,265836,28723,15943,11983,8943,5321,2866,2168,0,0.3,2.9,12,2020,49,5,True
2020-09-06,0.3745757247,0.1897008675,0.1257199488,0.09080688963,0.07120418724,0.0549723435,0.04312380504,0.03637911518,0.3795703106,0.1996143661,0.1315385141,0.09511479863,0.07345537801,0.05567316155,0.04234290115,0.03369601505,247861,18088,8706,4996,4501,3123,2714,1274,0,128.5,20.6,9,2020,36,6,True
2020-08-06,0.350817,0.19490499,0.1404636464,0.1198525852,0.1049555652,0.09545004856,0.08684884317,0.07927071521,0.3570753734,0.2048698753,0.1430405745,0.1201326549,0.1031766235,0.09126569118,0.08173878552,0.0746204419,211091,19236,11614,7684,5951,4777,4826,4087,0,305.0,25.4,8,2020,32,3,False
2020-06-19,0.3527654682,0.1674730146,0.1052356047,0.07843534074,0.06086644279,0.04617720822,0.04028085502,0.03564163158,0.3627884483,0.172704939,0.1064615075,0.07757622291,0.05868007827,0.04324419029,0.03629662361,0.03106501443,219653,18407,11233,8824,6131,2971,2569,2643,0,14.5,22.1,6,2020,25,4,False
2021-02-17,0.3384529142,0.1695162636,0.1073174405,0.07328702417,0.06111123982,0.05274070985,0.04764193927,0.0416177576,0.3410882994,0.1742760831,0.1071443045,0.07283653846,0.05954078249,0.0512498158,0.0463030504,0.04014054671,178340,16731,7606,3935,2839,2233,2486,2173,1,0.0,-2.8,2,2021,7,2,False
2021-02-05,0.3170366991,0.1582252836,0.104628791,0.07952246269,0.06281249669,0.04809800744,0.04084834906,0.03310346289,0.3133683121,0.1589119435,0.100826372,0.07575732058,0.05952461152,0.04530543579,0.03753854906,0.02965844786,189519,15489,9192,7351,5418,3437,2255,1723,0,0.5,2.3,2,2021,5,4,False
2019-11-11,0.3251160458,0.1195343399,0.08274314119,0.06536657864,0.05090552007,0.04304239392,0.03618771717,0.02925363495,0.3371148473,0.1139844099,0.07707133843,0.06005008281,0.04515340327,0.03859564372,0.03174376265,0.02550805794,204586,13015,8278,5244,3649,3082,2281,1572,0,46.5,12.4,11,2019,46,0,False
2020-06-14,0.4569342298,0.2122902575,0.1429222891,0.1066110658,0.08697160758,0.07147389053,0.05905079138,0.04996147876,0.4738127056,0.2257413664,0.1501749145,0.1107396459,0.08935367659,0.07211378045,0.05842952327,0.04879619203,275593,18187,12081,7231,5513,4424,3803,2145,0,187.2,23.7,6,2020,24,6,True
2020-06-11,0.3611773522,0.159596261,0.09192912896,0.06272733409,0.04534780029,0.03880072051,0.03269773936,0.02673118532,0.3824117217,0.1692084384,0.09598679354,0.06469880956,0.04610853896,0.03847863456,0.03132994256,0.02589368484,200146,15171,7889,4198,2573,2407,1715,1911,0,111.7,24.2,6,2020,24,3,False
2019-11-10,0.4895369323,0.2266370751,0.1597338079,0.124521562,0.1037897982,0.08520993061,0.06928338482,0.05521634727,0.4876746081,0.2124687507,0.1464623675,0.1146762097,0.09454327469,0.07774524303,0.06279993544,0.04882133811,270893,21258,11680,8151,6976,5985,3852,2144,0,41.9,9.9,11,2019,45,6,True
2020-10-16,0.3252790036,0.1727644219,0.1118738666,0.0844379503,0.06401448316,0.0503553399,0.0442122482,0.03874246434,0.3260481787,0.1772684484,0.1110173578,0.08127362967,0.06060388636,0.04800171435,0.04161691999,0.03752334267,189820,17492,11024,9067,5434,3487,2222,1842,0,4.6,12.3,10,2020,42,4,False
2020-08-19,0.3847481525,0.2006743332,0.1345992495,0.1119570529,0.1000908177,0.09017635696,0.07880166699,0.06865670438,0.3879382406,0.2099004257,0.1368729737,0.1090951959,0.0968302124,0.08576303669,0.07423378178,0.063337992,250509,22446,11517,8015,7350,5894,4953,3575,1,0.0,27.2,8,2020,34,2,False
2020-07-08,0.3766376606,0.1875406427,0.1148495072,0.07871968145,0.06664288408,0.05824287457,0.04950651133,0.0421746797,0.3966012646,0.1999946686,0.1222905209,0.0799845389,0.06721337894,0.05760714022,0.04960153739,0.04183827156,212594,17679,7446,3462,2846,2976,2441,1784,0,0.0,23.7,7,2020,28,2,False
2020-07-06,0.3470308751,0.1560096507,0.1056078243,0.08462617349,0.06598757154,0.05424434457,0.04437596617,0.03739391271,0.3616320869,0.163280071,0.1085349532,0.08685870728,0.06721868888,0.05341162663,0.04218980471,0.03369840652,215541,15987,11085,7214,5127,3588,2818,2215,0,55.6,23.1,7,2020,28,0,False
2021-02-20,0.4514949586,0.2205225019,0.1503591406,0.1154405034,0.09003941012,0.06956458174,0.05544622426,0.04744215611,0.4472971788,0.2272687609,0.1512080061,0.11469968,0.08726276178,0.0656140925,0.05184791303,0.04445626091,301089,31863,18594,14480,12641,8617,4542,2980,1,0.0,9.7,2,2021,7,5,True
2020-07-15,0.3889943584,0.1977016473,0.1310540836,0.09772297153,0.08210496855,0.07010142339,0.05962256104,0.05088962043,0.4046973163,0.2142379825,0.1413026184,0.1048084187,0.08701919054,0.07299900647,0.06047559727,0.05056506197,217019,20489,10127,5658,4752,4240,3306,2293,0,35.3,20.7,7,2020,29,2,False
2020-06-06,0.5159772515,0.2447171993,0.1658000713,0.1267791854,0.09660896178,0.07659549925,0.05849993575,0.05136932296,0.5214278513,0.2632894367,0.1752822703,0.1321501256,0.09876212436,0.07805328224,0.05737962241,0.049395947,345180,36819,21638,15290,13951,9699,4396,3175,0,11.6,22.0,6,2020,23,5,True
2020-11-04,0.3438554852,0.1794179161,0.114367542,0.08186719425,0.06962266635,0.05901007978,0.04689657913,0.03688261945,0.3450537989,0.1831280378,0.1124520139,0.0781032321,0.06570713755,0.05417014953,0.04194142596,0.03172889384,170790,16643,7788,3950,3069,2908,2083,1492,1,0.0,6.2,11,2020,45,2,False
2019-11-17,0.4245671408,0.2064076199,0.1473585679,0.1140730232,0.09594116394,0.08112876647,0.0667909337,0.05651181243,0.4555709692,0.2065858451,0.1466547866,0.1107593946,0.09164977165,0.07838025235,0.06217915251,0.05127136719,247553,18647,9759,5874,5391,3870,3103,1598,0,126.4,10.9,11,2019,46,6,True
2020-11-07,0.4742516056,0.2512495646,0.1810699358,0.1444749216,0.1196447231,0.09750709061,0.07739028213,0.06594392198,0.4668711695,0.2545189702,0.1753755323,0.1371680217,0.1138627565,0.09124177313,0.07143631436,0.05972222222,286048,37077,22365,16426,15880,11697,5362,3508,0,0.0,14.5,11,2020,45,5,True
2019-11-22,0.3487653345,0.1491798036,0.09492405181,0.07096844081,0.05424018401,0.04163609863,0.03688467434,0.03281499024,0.3760510583,0.1506594787,0.09419992112,0.0688537629,0.05363451698,0.04091688407,0.03524535114,0.03080977345,232888,18377,10404,8551,5846,3179,2459,2241,1,0.0,10.1,11,2019,47,4,False
2021-04-15,0.3477257565,0.1850809251,0.1264240842,0.09942373707,0.08038934209,0.07241133675,0.06477082068,0.05545189814,0.3428742226,0.1855182797,0.1244848414,0.09706439394,0.07918723754,0.07165758711,0.06494899841,0.05636420384,186258,16835,8833,6108,4385,3368,2604,2236,1,0.0,10.8,4,2021,15,3,False
2020-01-08,0.3484044613,0.1565965955,0.09080146687,0.06495147167,0.0556004591,0.04762616752,0.0378944981,0.03163063428,0.3616030615,0.1627784339,0.09385214963,0.06491705224,0.05342753223,0.04564023102,0.03769942318,0.03207024464,181878,13067,6603,3556,2966,2346,1900,1028,0,103.1,5.5,1,2020,2,2,False
2019-12-23,0.4213364831,0.1933971301,0.1448474996,0.1180276748,0.09498247089,0.08216234301,0.07212957244,0.06448096104,0.4212438256,0.1906413197,0.1346295335,0.1113707839,0.08884597074,0.0756369197,0.0660777143,0.05859408812,236061,18842,13541,11442,7513,6021,3914,3240,0,8.9,4.4,12,2019,52,0,False
2020-08-04,0.414372932,0.2285174589,0.171438175,0.1518949617,0.1332980617,0.1171265504,0.1047931384,0.09687974693,0.4262426537,0.2426881588,0.1765321721,0.1537417294,0.133224732,0.1134799874,0.1003664768,0.09161603709,244355,20250,10153,9098,7469,6348,5114,3988,0,124.4,26.8,8,2020,32,1,False
2020-11-14,0.4816340045,0.2577123007,0.1941301794,0.1614416204,0.133031564,0.1100802219,0.09371220073,0.08264544909,0.4730644208,0.2618458357,0.1927509373,0.1572434467,0.1272676923,0.1035750527,0.08678522185,0.07647990643,293225,35796,22499,19190,16502,11933,6138,4848,1,0.0,11.5,11,2020,46,5,True
2020-07-10,0.3346504958,0.1710302276,0.1139237169,0.09007300879,0.07191240298,0.05908905639,0.05350507736,0.04807183399,0.3449606992,0.1774984842,0.1149365273,0.08801718911,0.06946984206,0.05527390932,0.04941628249,0.04532231986,227407,17308,10401,8814,6132,3362,2625,2972,0,360.8,23.7,7,2020,28,4,False
2020-12-23,0.3715204087,0.1959579442,0.1290398652,0.0980630554,0.08313874972,0.06972665512,0.05944142904,0.05052408713,0.3812049194,0.2051671138,0.1308974216,0.09769263731,0.08197052686,0.06619066249,0.05564684403,0.04602895149,201883,20618,10168,6226,5130,3893,3215,2764,1,0.0,4.2,12,2020,52,2,False
